AAL,CPH
AAR,CPH
ABE,CHS,CLT,IAD,ORD,PHL,YYZ
ABJ,JNB
ABQ,BUR,BWI,DEN,IAD,LAS,LAX,LGB,OAK,ONT,ORD,PHX,SFO,SJC
ABS,ASW
ABV,CAI,FRA
ABZ,BGO,BHX,CPH,EBJ,GRQ,LHR,MAN,NWI,SVG
ACA,ANC,PHX
ACC,CAI,FRA,JNB
ACE,BCN,BIO,MAD,VLC
ACH,VIE
ACK,DCA,HYA,LGA
ACV,CEC,SFO,SMF
ADA,DUS,FRA,IST,MUC
ADB,DUS,FRA,IST,MUC,SAW
ADD,AMM,CAI,FRA,IST
ADF,IST
ADL,AKL,SIN
AER,VIE
AES,BGO,CPH,OSL,TRD
AGH,ARN
AGP,ARN,BCN,CPH,FRA,GVA,LIS,LPA,MAD,MUC,OSL,TFS,VIE,ZRH
AGS,CLT
AHO,VCE,VRN
AJI,IST
AKJ,HND,ICN,NGO
AKL,ADL,BHE,BKK,BNE,CHC,CNS,DUD,GIS,HKG,HLZ,HNL,IUE,KAT,KIX,KKE,LAX,LHR,MEL,MRO,NAN,NLK,NOU,NPE,NPL,NRT,NSN,OOL,PEK,PER,PMR,PPT,PVG,RAR,ROT,SFO,SIN,SYD,TBU,TRG,TUO,VLI,WAG,WHK,WLG,WRE,YVR,ZQN
ALA,CAI,FRA,ICN,IST,LHR
ALB,BOS,BUF,BWI,CLE,CLT,DCA,DEN,DFW,GSO,HSV,IAD,IAH,IND,LGA,MSP,ORD,PBI,PHL,RDU,TPA,YYZ
ALC,BCN,BGO,CPH,KRS,MAD,OSL,SVG,TRD
ALF,OSL
ALG,BCN,CAI,FRA,IST
ALP,CAI,IST,LHR
ALY,BEN,BEY,CAI,DMM,DOH,DXB,FRA,HRG,JED,KWI,LXR,MED,RUH,TIP
AMD,SIN
AMM,ADD,CAI,FRA,IST,LHR,VIE
AMS,ARN,ASR,BOS,BSL,CAI,CPH,DBV,ESB,FRA,HAM,IST,LAX,LHR,LIS,LJU,MUC,OPO,ORD,OSL,PHL,PUY,SIN,SPU,VIE,WAW,ZAG,ZRH
ANC,ABQ,DTW,YVR
ANU,CLT,YYZ
AOE,BRU,IST
AOI,MUC
AOK,GRZ,VIE
AOO,IAD,JST
APW,AKL,LAX
ARN,AGH,AGP,AMS,ATH,BCN,BGO,BKK,BRU,BUD,CDG,CPH,DUB,DUS,EDI,EWR,FCO,FRA,GOT,GVA,HAM,HEL,IST,KLR,KRN,LAS,LCY,LED,LHR,LIN,LIS,LJU,LLA,MAD,MAN,MLA,MMX,MUC,NCE,ORD,OSD,OSL,PEK,PMI,PRG,RIX,RNB,SDL,SFT,SPU,SVG,SVO,TKU,TMP,TOS,TRD,TXL,UME,VAA,VIE,WAW,ZAG,ZRH
ASB,GYD,IST
ASE,DEN,LAX
ASM,CAI,FRA
ASR,AMS,DUS,FRA,IST,MUC
ASW,ABS,CAI,LXR
ATH,ARN,BKK,CAI,CPH,DUS,FRA,GVA,HEL,IST,KRK,LJU,MCO,MUC,MXP,PEK,SIN,TXL,VIE,WAW,ZRH
ATL,BDL,BOS,BWI,CAK,CHS,CLT,DEN,FRA,IAD,IND,LGA,ORD,PHL,PHX,PVD,PWM,UVF,YYC,YYZ
ATW,DEN,ORD
ATZ,CAI,KWI
AUA,BOS,CLT,IAD,ORD,PHL
AUG,BHB,BOS
AUH,CAI,FRA,IST,KWI,MCT,SIN
AUS,BDL,BUR,BWI,CLT,DEN,IAD,LGB,ORD,PHX,SFO,YYZ
AVL,CLT
AVP,CLT,ILM,ORD,PHL
AXT,HND,NGO
AYT,INN,IST,SAW,SVO,VIE
AZS,YYZ
BAH,CAI,FRA,IST
BAL,IST
BAV,PEK
BCN,ACE,AGP,ALC,ALG,ARN,BIO,BJL,BSL,CAI,CPH,DUS,FRA,FUE,GRX,GVA,HEL,IBZ,IST,LCG,LIS,LJU,LPA,MAD,MAH,MIA,MUC,MXP,OPO,OSL,OVD,PMI,RIX,SCQ,SIN,STR,SVQ,TFN,TFS,VGO,VIE,VLC,WAW,XRY,ZAG,ZRH
BDA,CLT,DCA,MCO,PHL,YHZ,YYZ
BDL,ATL,AUS,BOI,BUF,CHS,CLE,CLT,CMH,DCA,DFW,GSO,IAD,IAH,ILM,JAX,MCI,MCO,MIA,MSP,MSY,ORD,PHL,PIT,RDU,RSW,SAN,SEA,SFO,YUL,YYZ
BEG,BSL,FRA,IST,MUC,VIE,WAW,ZRH
BEN,ALY,CAI,IST
BEY,ALY,CAI,FRA,IST,KRT,LHR
BFL,ABQ,COS,DEN,DSM,IAH,LAX,MEM,PHX,SFO
BGI,CLT,PHL,YYZ
BGM,CMH,IAD,PHL
BGO,ABZ,AES,ALC,ARN,CPH,EDI,FRA,HAM,HAU,KRS,KSU,LGW,MOL,OSL,SVG,TRD
BGR,DCA,LGA,PHL
BGW,IST
BHB,AUG,BOS
BHD,LHR
BHE,AKL,CHC,WLG
BHM,ABE,CLE,CLT,DAB,DEN,IAD,ORD,PHL
BHX,ABZ,CPH,DUS,FRA,IST,MCO,MUC,ZRH
BHY,PEK
BIA,DUS,HAM
BIL,BWI,DEN,ORD,PHX
BIO,ACE,BCN,DUS,FRA,LIS,LPA,MAD,MUC,OSL,STR,TFS
BIQ,HEL
BIS,DEN,ORD
BJL,BCN,MAD
BJV,IST,SAW,VIE
BKI,ICN
BKK,AKL,ARN,ATH,BLR,BNE,BOM,CAI,CAN,CCU,CDG,CEI,CGK,CKG,CMB,CNX,CPH,CTU,DAC,DEL,DME,DPS,DXB,FCO,FRA,FUK,HAN,HDY,HKG,HKT,HYD,ICN,ISB,IST,KBV,KHI,KIX,KKC,KMG,KTM,KUL,KWI,LAX,LHE,LHR,MAA,MAD,MEL,MNL,MUC,MXP,NGO,NRT,PEK,PEN,PER,PHS,PNH,PUS,PVG,RGN,SGN,SIN,SYD,TLV,TPE,UBP,URT,USM,UTH,VIE,VTE,XMN,ZRH
BKW,SHD
BLL,FRA,MUC
BLQ,CPH,FRA,LIS,MUC,VIE,ZAG
BLR,BKK,FRA,SIN
BLZ,JNB
BNA,ALB,BUF,BWI,BZE,CLT,CZM,DCA,DEN,EWR,IAD,LGA,ORD,PHL,RDU,YYZ
BNE,AKL,BKK,CHC,DUD,SIN,WLG,ZQN
BOG,YYZ
BOI,ACA,BOS,DEN,DFW,LAX,MZT,ORD,PHX,SFO
BOM,BKK,CAI,FRA,IST,JNB,KUL,MUC,NRT,SIN,ZRH
BOO,OSL,TOS,TRD
BOS,ABQ,ALB,AMS,ATL,AUA,AUG,BDA,BHB,BIL,BRU,BUF,BWI,CLT,CUN,DCA,DEN,DFW,FRA,GCM,GIG,IAD,IND,LAS,LAX,LGA,MBJ,MCO,MDT,MEX,MIA,MSP,MUC,MXP,MYR,NAS,ORD,ORF,PDX,PEK,PHL,PHX,PIT,PLS,PQI,PUJ,RDU,RIC,ROC,SEA,SFO,SJU,STT,SXM,SYR,TPA,YHZ,YOW,YUL,YYZ,ZRH
BPX,CTU,LXA
BRE,FRA,MUC,STR
BRI,FCO,MXP
BRN,MUC
BRU,AOE,ARN,BOS,BSL,CAI,CPH,DEN,EDI,EMA,ESB,FRA,HAJ,HAM,IST,LBA,LHR,LIS,LJU,LXR,MUC,MXP,NUE,OPO,ORD,OSL,SPU,STR,TXL,VIE,WAW,ZAG,ZRH
BSB,LIS
BSL,AMS,BCN,BEG,BRU,BUD,DUS,FRA,IST,LCY,MAN,MUC,PRG,VIE,WAW,ZRH
BTV,DCA,IAD,IAH,LGA,MSY,ORD,PHL,PIT
BUD,ARN,BSL,CAI,DUS,FRA,GVA,IST,LIS,MUC,MXP,VIE,WAW,ZRH
BUF,ALB,ATL,AUA,BDL,BOS,CLT,CMH,DCA,DFW,GCM,HSV,IAD,LGA,MBJ,MEX,MSY,ORD,PHL,PLS,PUJ,SDF,SJU,SXM,TPA
BUR,AUS,DEN,ELP,IAH,PHX,SFO
BUS,IST
BWI,ATL,AUA,BNA,BOI,BOS,BUF,CLT,CUN,DEN,DFW,GSO,ILM,IND,LAS,LAX,LGA,MSY,MYR,ORD,PBI,PHL,PHX,PNS,RSW,SFO,SMF,SNA,TPA,YYZ
BWK,ZAG
BWN,SIN
BZE,CLT
BZN,DEN,ORD,SFO
CAE,CLT,DCA,IAD,MCI,ORD,PHL,RDU,TLH
CAG,MUC,OSL
CAI,ABS,ABV,ACC,ADD,ALA,ALG,ALP,ALY,AMM,AMS,ASM,ASW,ATH,ATZ,AUH,BAH,BCN,BEN,BEY,BKK,BRU,BUD,CDG,CMN,CTA,DAM,DAR,DME,DMM,DOH,DUS,DXB,EBB,FCO,FRA,GVA,HRG,IST,JED,JFK,JNB,KAN,KIX,KRT,KUL,KWI,LCA,LHR,LIS,LOS,LXR,MAD,MCT,MED,MLA,MUC,MUH,MXP,NBO,NRT,PEK,RMF,RUH,SAH,SHJ,SSH,SXF,TIP,TUN,VIE,YUL,ZRH
CAK,CHS,CLT,DCA,ORD,PHL
CAN,BKK,CKG,CTU,DAX,DYG,FRA,HET,HGH,ICN,KWE,KWL,LZO,NKG,NRT,PEK,PUS,SHA,SIN,SYX,TSN,WNZ,WXN,XMN,YBP,YCU
CCC,YHZ,YUL,YYZ
CCS,FNC,FRA,LIS,OPO,YYZ
CCU,BKK,FRA,SIN
CDG,ARN,ATH,BKK,CAI,CGN,CLT,CPH,DBV,DUS,FRA,HAJ,HAM,HEL,ICN,IST,KRK,LAX,LIS,LJU,LXR,MUC,MXP,NRT,NUE,OPO,ORD,OSL,PEK,PUY,SFO,SIN,SPU,STR,TXL,VIE,WAW,YUL,YYZ,ZAG,ZRH
CEB,ICN
CEC,ACV,SFO
CEI,BKK
CFU,GRZ,SZG,VIE
CGK,BKK,FRA,PEK,SIN
CGN,CDG,EMA,ESB,HAM,IST,LHR,MUC,TXL,VIE
CGO,CTU,INC,PEK,SHA
CGQ,CTU,ICN,PEK,PVG
CHA,CLT,DCA
CHC,AKL,BHE,BNE,DUD,HKK,HLZ,IVC,MEL,NAN,NPE,NPL,NSN,OAM,OOL,PMR,RAR,ROT,SIN,SYD,TRG,WKA,WLG,ZQN
CHO,CLT,IAD,LGA,PHL
CHQ,GRZ,VIE
CHS,ALB,AUS,BDL,BTV,BUF,BWI,CAK,CLT,DAY,DCA,IAD,ILM,LGA,MSP,ORD,PHL,PIT,PWM,RDU,RIC,SRQ
CIC,SFO
CID,DEN,ORD
CIF,HET
CIH,CTU
CJJ,CJU,PEK
CJU,CJJ,FUK,GMP,ICN,KWJ,TAE
CKB,IAD,MGW
CKG,BKK,CAN,CSX,HFE,HGH,HKG,JZH,KMG,NGO,NKG,PEK,PVG,SYX,SZX,TPE,TSN,URC
CKZ,IST
CLD,LAX
CLE,ALB,ATL,BHM,CHS,CLT,DEN,IAD,MYR,ORD,PHL,PNS,SAV,YYZ
CLJ,MUC
CLT,ABE,AGS,ALB,ANU,ATL,AUA,AUS,AVL,AVP,BDA,BDL,BGI,BHM,BNA,BOS,BUF,BWI,BZE,CAE,CAK,CDG,CHA,CHO,CHS,CLE,CMH,CRW,CUN,CVG,CZM,DAB,DAY,DCA,DEN,DFW,DTW,DUB,EWN,EWR,EYW,FAY,FLL,FLO,FPO,FRA,GCM,GNV,GPT,GSO,GSP,HHH,HPN,HSV,HTS,IAD,IAH,ILM,IND,JAN,JAX,JFK,LAS,LAX,LEX,LGA,LGW,LIR,LIT,LYH,MBJ,MCI,MCO,MDT,MEM,MEX,MGM,MHT,MIA,MKE,MOB,MSP,MSY,MUC,MYR,NAS,OAJ,ORD,ORF,PBI,PDX,PGV,PHF,PHL,PHX,PIT,PLS,PNS,PUJ,PVD,PWM,RDU,RIC,ROA,ROC,RSW,SAN,SAT,SAV,SBY,SDF,SEA,SFO,SJO,SJU,SKB,SMF,SRQ,STL,STT,STX,SXM,SYR,TLH,TPA,TRI,TYS,UVF,VPS,XNA,YUL,YYZ
CMB,BKK,SIN
CMH,ANC,ATL,BOI,BOS,CLT,DCA,DEN,HPN,IAD,ILM,JAX,LAS,LGA,MEX,MHT,ORD,PHL,PHX,SAN,SAT,YYZ
CMN,CAI,FRA,IST,LIS
CNF,LIS
CNS,AKL
CNX,BKK,HGN,HKT
COD,DEN
COS,BFL,DEN,FAT,LAX,LGB,ORD,PHX,PSP,SBA,SFO
CPH,AAL,AAR,ABZ,AES,AGP,ALC,AMS,ARN,ATH,BCN,BGO,BHX,BKK,BLQ,BRU,CDG,DUB,DUS,EDI,EWR,FCO,FRA,GDN,GLA,GOT,GVA,HAJ,HAM,HEL,IAD,IST,KBP,KRS,LCY,LED,LHR,LIN,LIS,LJU,LUX,MAD,MAN,MUC,MXP,NCE,NRT,NUE,ORD,OSL,OTP,PEK,PLQ,PMI,POZ,PRN,RIX,SEA,SIN,STR,SVG,SVO,TKU,TRD,TRF,TXL,VCE,VIE,VNO,WAW,ZAG,ZRH
CPR,DEN
CPT,DUR,IST,JNB,LHR,SIN
CRK,ICN
CRW,CLT,DCA,IAD,ORD
CSX,CKG,CTU,HGH,ICN,NNG,PEK,PVG,WNZ,XMN
CTA,CAI,LXR,MUC,SSH,VIE,ZRH
CTS,FKS,FSZ,FUK,HIJ,HND,ITM,KIJ,KIX,KMQ,NGO,NRT,OKJ,PEK,RIS,SDJ,TOY,UKB,WKJ
CTU,BKK,BPX,CAN,CGO,CGQ,CIH,CSX,DAX,DLC,DYG,FOC,HAK,HET,HFE,HGH,HKG,HRB,ICN,INC,JHG,JZH,KHI,KHN,KMG,KTM,KWE,KWL,LHW,LJG,LXA,LZY,NKG,NNG,PEK,PVG,PZI,SHA,SHE,SIN,SYX,SZX,TAO,TSN,TYN,URC,WNZ,WUH,WUX,XIC,XIY,XMN,XNN,YCU
CUN,BOS,CLT,DEN,IAD,LAS,LAX,ORD,PHL,PHX,SFO,YHZ,YUL,YVR,YYC,YYZ
CVG,CLT,DEN,IAD,ORD,PHL,RDU
CWA,ORD
CZM,CLT,YYZ
CZX,PEK
DAB,CLT,ROA
DAC,BKK,SIN
DAM,CAI,IST,LHR,VIE
DAR,CAI,JNB,ZRH
DAT,PEK
DAX,CAN,CTU,PEK
DAY,BHM,CLT,DCA,IAD,LGA,ORD,PHL,YYZ
DBV,AMS,CDG,DUS,FCO,FRA,HEL,LGW,MUC,SPU,TLV,VIE,ZAG,ZRH
DCA,ACK,ALB,ATL,BDA,BDL,BGI,BGR,BNA,BOI,BOS,BTV,BUF,CAE,CAK,CHA,CHS,CLT,CMH,CRW,CZM,DAY,DEN,DFW,DTW,FLL,GSO,GSP,HHH,HPN,HSV,IND,JAX,LAS,LGA,MCI,MCO,MHT,MSP,MSY,MVY,MYR,NAS,ORD,ORF,PBI,PDX,PHL,PHX,PIT,PVD,PWM,RDU,ROC,RSW,SAV,SDF,SRQ,SYR,TPA,TYS,YOW,YUL,YYZ
DDG,PEK
DEL,BKK,FRA,ICN,IST,MUC,PEK,SIN,VIE,ZRH
DEN,ABQ,AMS,ASE,ATL,ATW,AUS,BFL,BHM,BIL,BIS,BNA,BOI,BOS,BUR,BWI,BZN,CID,CLE,CLT,CMH,COD,COS,CPR,CUN,CVG,DCA,DFW,DRO,DSM,DTW,ELP,EUG,EWR,FAR,FAT,FCA,FRA,FSD,GCC,GEG,GJT,GRR,GTF,GUC,HDN,HLN,HNL,HSV,IAD,IAH,ICT,IDA,IND,JAC,KOA,LAS,LAX,LGA,LHR,LIH,LIT,LNK,MCI,MCO,MEM,MFR,MIA,MKE,MLI,MRY,MSN,MSO,MSP,MSY,MTJ,MUC,OAK,OGG,OKC,OMA,ONT,ORD,PDX,PHL,PHX,PIA,PIT,PSC,PSP,PVR,RAP,RDM,RKS,RNO,SAN,SAT,SBA,SEA,SFO,SGF,SJC,SJD,SLC,SMF,SNA,STL,TPA,TUL,TUS,TVC,TYS,XNA,YEG,YOW,YQR,YUL,YVR,YWG,YXE,YYC,YYZ
DFW,ALB,BDL,BOS,BWI,CLT,DCA,DEN,EWR,FLL,FRA,IAD,JAX,LAS,LAX,LGA,MAD,MHT,OAK,OGG,ORD,PDX,PHL,PHX,PIT,ROC,RSW,SFO,SNA,TPA,YYZ
DIY,IST
DJE,ZRH
DKR,GRU,IAD,IST,JFK,JNB,LIS
DLA,JNB,ZRH
DLC,CTU,FUK,HIJ,HKG,ICN,KIX,NRT,PEK,PVG,SDJ
DLM,IST,SAW,VIE
DME,BKK,CAI,DUS,DXB,FRA,GVA,HAM,IAD,IAH,LHR,LIS,MUC,SIN,TXL,VIE,ZRH
DMM,ALY,CAI,FRA,LHR
DNH,PEK
DNK,IST,VIE
DNZ,IST
DOH,ALY,CAI,FRA,IST
DOK,IST,MUC,VIE
DPS,BKK,SIN
DRO,DEN,PHX
DRS,DUS,FRA,HAM,MUC,VIE,ZRH
DSM,BFL,BIL,DEN,MRY,ORD,PHX,PSP,SBA
DSN,PEK
DTW,ACA,ATL,AUA,AUS,BDA,CHS,CLT,CZM,DCA,DEN,FLL,FPO,FRA,GCM,IAD,LAS,MBJ,ONT,ORD,PHL,PHX,PLS,PUJ,ROC,SAT,SJC,SJD,SKB,SLC,YYZ
DUB,ARN,CLT,CPH,FRA,IST,LHR,LJU,OSL,VIE,YYZ,ZRH
DUD,AKL,BNE,CHC,PMR,WLG
DUR,CPT,JNB
DUS,ADA,ADB,ARN,ASR,ATH,BCN,BHX,BIA,BIO,BSL,BUD,CAI,CDG,CPH,DBV,DME,DRS,ESB,EWR,FCO,FRA,GOT,GRZ,GVA,GWT,HAM,INV,IST,JER,KBP,KEF,KTW,LCY,LED,LEJ,LHR,LNZ,LYS,MAD,MAN,MIA,MRS,MUC,MXP,NCE,NCL,NQY,NUE,OLB,ORD,OSL,OTP,PMI,PRG,SKG,SOB,SOF,SPU,STR,SZF,SZG,TLS,TRN,TXL,TZX,VCE,VIE,VLC,WAW,WRO,YYZ,ZRH
DXB,ALY,BKK,CAI,DME,FRA,IST,MCT,MUC,ORD,PEK,SIN,VIE,ZRH
DYG,CAN,CTU,PEK,PVG
DYU,IST
EBB,CAI,JNB
EBJ,ABZ
EBL,VIE
ECN,IST
EDI,ARN,BGO,BRU,CPH,FRA,LBA,LHR,MAN,ZRH
EFL,VIE
ELM,PHL
ELP,BFL,DEN,FAT,LGB,OAK,ONT,PHX,PSP,RNO,SBA
ELS,JNB
EMA,BRU,CGN
ENY,PVG
ERC,IST
ERF,MUC
ERI,PHL
ERZ,IST
ESB,AMS,BRU,CGN,DUS,FRA,IKA,IST,MUC,SAW,STR,VIE
EUG,DEN,PDX,SFO
EVE,OSL
EVN,LHR,VIE
EWN,CHS,CLT,TLH
EWR,ARN,ATL,AUS,BHM,BOI,CLT,CPH,DEN,DSM,DUS,FRA,IAD,IAH,KRK,LIS,MCO,MSY,MUC,NAS,OPO,ORD,PHL,PHX,RDU,RZE,SAV,SFO,SIN,WAW,YUL,YVR,YYC,YYZ,ZRH
EYW,CLT
EZE,FRA,JNB,LGA,SCL
EZS,IST
FAO,FRA,LIS,VIE,ZRH
FAR,DEN,ORD
FAT,ABQ,AUS,DEN,DSM,GDL,ICT,LAS,LAX,PHX,SFO
FAY,AUS,CHS,CLT,SAV,TLH
FCA,DEN,ORD
FCO,ARN,BKK,BRI,CAI,CLT,CPH,DBV,DUS,FRA,GOA,HEL,IST,LAX,LIS,LXR,MUC,MXP,OPO,OSL,PEK,SIN,SPU,SSH,TRN,VIE,WAW,YUL,YYZ,ZRH
FDF,YUL
FDH,FRA
FIH,JNB
FKS,CTS,ICN,ITM
FLG,PHX
FLL,ALB,BOS,BUF,BWI,CLT,DCA,DEN,DFW,LAS,LAX,MXP,OSL,PHL,PHX,PVD,RDU,SAN,YUL,YYZ
FLO,CLT
FLR,FRA,MUC,VIE,ZRH
FMO,FRA,MUC,STR
FNA,LHR
FNC,CCS,LGW,LIS,MAD,OPO,VIE
FNJ,PEK
FOC,CTU,NKG,PEK,SHA
FOR,LIS
FPO,CLT,LGA,PHL
FRA,ABV,ACC,ADA,ADB,ADD,AGP,ALA,ALG,ALY,AMM,AMS,ARN,ASB,ASM,ASR,ATH,ATL,AUH,BAH,BCN,BEG,BEY,BGO,BHX,BIO,BKK,BLL,BLQ,BLR,BOM,BOS,BRE,BRU,BSL,BUD,CAI,CAN,CCS,CCU,CDG,CGK,CLT,CMN,CPH,DBV,DEL,DEN,DFW,DME,DMM,DOH,DRS,DTW,DUB,DUS,DXB,EDI,ESB,EWR,EZE,FAO,FCO,FDH,FLR,FMO,GDN,GOJ,GOT,GRU,GRZ,GVA,HAJ,HAM,HBE,HEL,HKG,HOQ,HYD,IAD,IAH,ICN,IKA,INN,IST,JED,JFK,JNB,KBP,KIX,KRK,KTW,KUF,KWI,KZN,LAD,LAX,LCA,LCY,LED,LEJ,LHR,LIN,LIS,LJU,LNZ,LYS,MAA,MAD,MAN,MCO,MCT,MEX,MIA,MLA,MRS,MUC,MXP,NCE,NGO,NKG,NRT,NUE,OPO,ORD,OSL,OTP,PAD,PDX,PEK,PHL,PHX,PMI,PNQ,POZ,PRG,PVG,RIX,ROV,RZE,SAN,SEA,SFO,SGN,SIN,SKG,SOF,SPU,STR,SVG,SVX,SZG,TIP,TLL,TLS,TLV,TRN,TUN,TXL,VCE,VIE,VLC,VNO,VRN,WAW,WRO,YOW,YUL,YVR,YYC,YYZ,ZAG,ZRH
FRU,IST,LHR
FSD,DEN,ORD,YYC
FSZ,CTS,ICN,OKA
FUE,BCN,MAD,VIE
FUJ,FUK
FUK,BKK,CJU,CTS,FUJ,HND,ICN,ISG,ITM,KIJ,KIX,KMQ,NGO,NRT,OKA,PEK,PUS,PVG,SDJ,SIN,TSJ
FWA,ORD
GBE,JNB
GCC,DEN
GCM,BOS,BWI,CLT,PHL,YYZ
GDL,MCI,ONT,PHX,SFO
GDN,CPH,FRA,MUC,OSL,WAW
GEG,DEN,DFW,EWR,IAH,MZT,ORD,PHX,SEA,SFO
GIG,BOS,LIS,OPO
GIS,AKL,WLG
GJT,DEN,PHX
GLA,CPH,LBA,LHR,MAN,PHL
GMP,CJU,HIN,HND,KIX,KPO,KWJ,MWX,RSU,SHA,USN
GNV,CLT
GNY,IST
GOA,FCO,MUC
GOJ,FRA
GOT,ARN,CPH,DUS,FRA,HAM,HEL,LHR,MUC,OSL,RIX,SPU,VIE,ZAG
GPA,VIE
GPT,CLT
GRB,ORD
GRQ,ABZ
GRR,DEN,ORD,SAN,YYZ
GRU,BOS,DKR,FRA,JNB,LIS,MUC,OPO,ORD,PEK,YYZ,ZRH
GRX,BCN
GRZ,AOK,CFU,CHQ,DUS,FRA,MUC,STR,VIE,ZTH
GSO,BDL,CLT,DCA,FAY,IAD,JAN,JAX,JFK,LGA,MYR,ORD,ORF,PHL,YUL
GSP,CAK,CLT,DCA,IAD,ORD,PHL,RIC
GTF,DEN
GUC,DEN
GVA,AGP,ARN,ATH,BCN,BUD,CAI,CPH,DME,DUS,FRA,HAM,HRG,IST,JFK,LCY,LIS,MUC,OPO,OTP,PMI,PRG,SFO,SSH,VIE,WAW,YUL,ZRH,ZTH
GWT,DUS,MUC,STR
GYD,ASB,FRA,IST,LHR,VIE
GYM,PHX
